job_id,stimulus_id,task,condition,format,paraphrase_idx,audio_path,prompt,options,ground_truth,raw_response,parsed,correct,error,factors
mode_id/melodic_minor_64_melody_drone::audio::mcq,mode_id/melodic_minor_64_melody_drone,mode_id,audio,mcq,1,stimuli/mode/melodic_minor_64_melody_drone.wav,"Listen to the clip. Which scale/mode is being used?
A. Mixolydian
B. melodic minor
C. Lydian
D. Dorian
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",Mixolydian|melodic minor|Lydian|Dorian,melodic minor,C,Lydian,False,,"{""form"": ""melody_drone"", ""mode"": ""melodic_minor"", ""program"": ""flute"", ""soundfont"": ""timgm"", ""tonic_midi"": 64}"
mode_id/minor_pentatonic_57_bare_scale::audio::mcq,mode_id/minor_pentatonic_57_bare_scale,mode_id,audio,mcq,1,stimuli/mode/minor_pentatonic_57_bare_scale.wav,"Listen to the clip. Which scale/mode is being used?
A. major pentatonic
B. melodic minor
C. minor pentatonic
D. major
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",major pentatonic|melodic minor|minor pentatonic|major,minor pentatonic,A,major pentatonic,False,,"{""form"": ""bare_scale"", ""mode"": ""minor_pentatonic"", ""program"": ""flute"", ""soundfont"": ""fluidr3"", ""tonic_midi"": 57}"
mode_id/minor_pentatonic_57_bare_scale::audio::explain,mode_id/minor_pentatonic_57_bare_scale,mode_id,audio,explain,0,stimuli/mode/minor_pentatonic_57_bare_scale.wav,"What scale or mode is this music based on?
First give your answer. Then explain exactly what you heard that supports it: name the specific notes/chords/beats and their approximate timestamps in seconds.",,minor pentatonic,"This music is based on the **C Major scale**.

Here is the supporting evidence from the audio:

*   **Tonal Center (Tonic):** The melody begins and ends on the note **C**, establishing it as the tonal center or ""home"" note. You can hear this first note at **00:00** and the final, resolving note at **00:03**.

*   **Ascending Arpeggio and Scale:** The piece begins by outlining a C Major chord (**C-E-G**) at **00:00**, which strongly implies a major key. It then continues up the scale.

*   **Complete Scale Notes:** The melody uses all seven notes of the C Major scale (C, D, E, F, G, A, B) and no notes outside of it.
    *   **C, E, G, A:** Heard in the ascending phrase from **00:00-00:01**.
    *   **B:** The highest note of the descending phrase, heard at **00:01**.
    *   **F, D:** Heard in the descending passage from **00:02-00:03** as the melody walks back down to the final C.",,,,"{""form"": ""bare_scale"", ""mode"": ""minor_pentatonic"", ""program"": ""flute"", ""soundfont"": ""fluidr3"", ""tonic_midi"": 57}"
mode_id/minor_pentatonic_57_melody_drone::audio::mcq,mode_id/minor_pentatonic_57_melody_drone,mode_id,audio,mcq,0,stimuli/mode/minor_pentatonic_57_melody_drone.wav,"What scale or mode is this music based on?
A. Phrygian
B. Locrian
C. minor pentatonic
D. major
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",Phrygian|Locrian|minor pentatonic|major,minor pentatonic,A,Phrygian,False,,"{""form"": ""melody_drone"", ""mode"": ""minor_pentatonic"", ""program"": ""violin"", ""soundfont"": ""fluidr3"", ""tonic_midi"": 57}"
mode_id/minor_pentatonic_57_melody_drone::audio::open,mode_id/minor_pentatonic_57_melody_drone,mode_id,audio,open,1,stimuli/mode/minor_pentatonic_57_melody_drone.wav,"Listen to the clip. Which scale/mode is being used?
Give a short, direct answer.",,minor pentatonic,C Aeolian (or C Natural Minor).,C Aeolian (or C Natural Minor).,False,,"{""form"": ""melody_drone"", ""mode"": ""minor_pentatonic"", ""program"": ""violin"", ""soundfont"": ""fluidr3"", ""tonic_midi"": 57}"
mode_id/minor_pentatonic_60_bare_scale::audio::mcq,mode_id/minor_pentatonic_60_bare_scale,mode_id,audio,mcq,1,stimuli/mode/minor_pentatonic_60_bare_scale.wav,"Listen to the clip. Which scale/mode is being used?
A. major pentatonic
B. major
C. minor pentatonic
D. whole-tone
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",major pentatonic|major|minor pentatonic|whole-tone,minor pentatonic,A,major pentatonic,False,,"{""form"": ""bare_scale"", ""mode"": ""minor_pentatonic"", ""program"": ""flute"", ""soundfont"": ""timgm"", ""tonic_midi"": 60}"
mode_id/minor_pentatonic_60_melody_drone::audio::mcq,mode_id/minor_pentatonic_60_melody_drone,mode_id,audio,mcq,0,stimuli/mode/minor_pentatonic_60_melody_drone.wav,"What scale or mode is this music based on?
A. natural minor
B. minor pentatonic
C. Lydian
D. Phrygian
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",natural minor|minor pentatonic|Lydian|Phrygian,minor pentatonic,D,Phrygian,False,,"{""form"": ""melody_drone"", ""mode"": ""minor_pentatonic"", ""program"": ""piano"", ""soundfont"": ""timgm"", ""tonic_midi"": 60}"
mode_id/minor_pentatonic_62_bare_scale::audio::mcq,mode_id/minor_pentatonic_62_bare_scale,mode_id,audio,mcq,2,stimuli/mode/minor_pentatonic_62_bare_scale.wav,"Identify the mode or scale type of this passage.
A. minor pentatonic
B. whole-tone
C. Mixolydian
D. harmonic minor
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",minor pentatonic|whole-tone|Mixolydian|harmonic minor,minor pentatonic,A,minor pentatonic,True,,"{""form"": ""bare_scale"", ""mode"": ""minor_pentatonic"", ""program"": ""flute"", ""soundfont"": ""fluidr3"", ""tonic_midi"": 62}"
mode_id/minor_pentatonic_62_bare_scale::audio::explain,mode_id/minor_pentatonic_62_bare_scale,mode_id,audio,explain,0,stimuli/mode/minor_pentatonic_62_bare_scale.wav,"What scale or mode is this music based on?
First give your answer. Then explain exactly what you heard that supports it: name the specific notes/chords/beats and their approximate timestamps in seconds.",,minor pentatonic,"This music is based on the **C Major scale**.

Here is the supporting evidence from the recording:

The melody is a simple, clear arpeggiation and scale run that uses only the notes of the C Major scale (C, D, E, F, G, A, B). The piece strongly establishes C as the tonic, or ""home"" note.

*   **0:00:** The melody begins on the note **C**, immediately establishing it as the tonal center.
*   **0:00 - 0:01:** The first phrase is a broken C Major 7th chord played upwards: **C, E, G, B**. These are the 1st, 3rd, 5th, and 7th degrees of the C Major scale.
*   **0:01 - 0:02:** The melody reaches its highest point on the next **C** (an octave above the start) and then begins a descending scale run: **C, B, A, G**.
*   **0:02 - 0:03:** The descending scale run continues seamlessly: **F, E, D**.
*   **0:03:** The melody resolves by landing decisively back on the starting note, **C**, confirming it as the tonic and providing a sense of finality.

Every note played in the excerpt (C, D, E, F, G, A, B) fits perfectly within the C Major scale, with no accidentals (sharps or flats) present. The strong emphasis on the C note at the beginning and end solidifies its role as the root of the scale.",,,,"{""form"": ""bare_scale"", ""mode"": ""minor_pentatonic"", ""program"": ""flute"", ""soundfont"": ""fluidr3"", ""tonic_midi"": 62}"
mode_id/minor_pentatonic_62_melody_drone::audio::mcq,mode_id/minor_pentatonic_62_melody_drone,mode_id,audio,mcq,1,stimuli/mode/minor_pentatonic_62_melody_drone.wav,"Listen to the clip. Which scale/mode is being used?
A. harmonic minor
B. Lydian
C. natural minor
D. minor pentatonic
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",harmonic minor|Lydian|natural minor|minor pentatonic,minor pentatonic,C,natural minor,False,,"{""form"": ""melody_drone"", ""mode"": ""minor_pentatonic"", ""program"": ""violin"", ""soundfont"": ""musescore"", ""tonic_midi"": 62}"
mode_id/minor_pentatonic_62_melody_drone::audio::open,mode_id/minor_pentatonic_62_melody_drone,mode_id,audio,open,1,stimuli/mode/minor_pentatonic_62_melody_drone.wav,"Listen to the clip. Which scale/mode is being used?
Give a short, direct answer.",,minor pentatonic,Dorian mode.,Dorian mode.,False,,"{""form"": ""melody_drone"", ""mode"": ""minor_pentatonic"", ""program"": ""violin"", ""soundfont"": ""musescore"", ""tonic_midi"": 62}"
mode_id/minor_pentatonic_64_bare_scale::audio::mcq,mode_id/minor_pentatonic_64_bare_scale,mode_id,audio,mcq,1,stimuli/mode/minor_pentatonic_64_bare_scale.wav,"Listen to the clip. Which scale/mode is being used?
A. Dorian
B. minor pentatonic
C. major
D. Mixolydian
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",Dorian|minor pentatonic|major|Mixolydian,minor pentatonic,B,minor pentatonic,True,,"{""form"": ""bare_scale"", ""mode"": ""minor_pentatonic"", ""program"": ""violin"", ""soundfont"": ""timgm"", ""tonic_midi"": 64}"
mode_id/minor_pentatonic_64_melody_drone::audio::mcq,mode_id/minor_pentatonic_64_melody_drone,mode_id,audio,mcq,0,stimuli/mode/minor_pentatonic_64_melody_drone.wav,"What scale or mode is this music based on?
A. harmonic minor
B. Locrian
C. melodic minor
D. minor pentatonic
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",harmonic minor|Locrian|melodic minor|minor pentatonic,minor pentatonic,A,harmonic minor,False,,"{""form"": ""melody_drone"", ""mode"": ""minor_pentatonic"", ""program"": ""flute"", ""soundfont"": ""musescore"", ""tonic_midi"": 64}"
mode_id/minor_pentatonic_64_melody_drone::audio::open,mode_id/minor_pentatonic_64_melody_drone,mode_id,audio,open,2,stimuli/mode/minor_pentatonic_64_melody_drone.wav,"Identify the mode or scale type of this passage.
Give a short, direct answer.",,minor pentatonic,Dorian mode,Dorian mode,False,,"{""form"": ""melody_drone"", ""mode"": ""minor_pentatonic"", ""program"": ""flute"", ""soundfont"": ""musescore"", ""tonic_midi"": 64}"
mode_id/mixolydian_57_bare_scale::audio::mcq,mode_id/mixolydian_57_bare_scale,mode_id,audio,mcq,1,stimuli/mode/mixolydian_57_bare_scale.wav,"Listen to the clip. Which scale/mode is being used?
A. major
B. whole-tone
C. major pentatonic
D. Mixolydian
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",major|whole-tone|major pentatonic|Mixolydian,Mixolydian,A,major,False,,"{""form"": ""bare_scale"", ""mode"": ""mixolydian"", ""program"": ""flute"", ""soundfont"": ""musescore"", ""tonic_midi"": 57}"
mode_id/mixolydian_57_melody_drone::audio::mcq,mode_id/mixolydian_57_melody_drone,mode_id,audio,mcq,2,stimuli/mode/mixolydian_57_melody_drone.wav,"Identify the mode or scale type of this passage.
A. melodic minor
B. Phrygian
C. major
D. Mixolydian
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",melodic minor|Phrygian|major|Mixolydian,Mixolydian,B,Phrygian,False,,"{""form"": ""melody_drone"", ""mode"": ""mixolydian"", ""program"": ""synth_lead"", ""soundfont"": ""musescore"", ""tonic_midi"": 57}"
mode_id/mixolydian_60_bare_scale::audio::mcq,mode_id/mixolydian_60_bare_scale,mode_id,audio,mcq,2,stimuli/mode/mixolydian_60_bare_scale.wav,"Identify the mode or scale type of this passage.
A. Dorian
B. Mixolydian
C. melodic minor
D. harmonic minor
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",Dorian|Mixolydian|melodic minor|harmonic minor,Mixolydian,B,Mixolydian,True,,"{""form"": ""bare_scale"", ""mode"": ""mixolydian"", ""program"": ""piano"", ""soundfont"": ""musescore"", ""tonic_midi"": 60}"
mode_id/mixolydian_60_bare_scale::audio::explain,mode_id/mixolydian_60_bare_scale,mode_id,audio,explain,2,stimuli/mode/mixolydian_60_bare_scale.wav,"Identify the mode or scale type of this passage.
First give your answer. Then explain exactly what you heard that supports it: name the specific notes/chords/beats and their approximate timestamps in seconds.",,Mixolydian,"This is the **C Mixolydian mode**.

Here is the evidence from the audio:

The passage is a simple scale played up and down, which makes it easy to identify the notes and the tonal center.

*   **Tonal Center (Tonic):** The scale begins (00:00) and ends (00:04) on the note C, establishing it as the tonic.
*   **The Defining Note:** The key characteristic of the Mixolydian mode is that it's like a major scale but with a flattened 7th degree. In the key of C, a major scale would have a B natural as its 7th note. However, in this passage:
    *   At approximately **00:01**, the 7th note of the ascending scale is clearly a **B-flat (B♭)**, not a B natural.
    *   This is confirmed on the way down at approximately **00:02**, where the B♭ is played again just before the A.

The complete set of notes played is C, D, E, F, G, A, B♭, C, which is the formula for the C Mixolydian mode.",,,,"{""form"": ""bare_scale"", ""mode"": ""mixolydian"", ""program"": ""piano"", ""soundfont"": ""musescore"", ""tonic_midi"": 60}"
mode_id/mixolydian_60_melody_drone::audio::mcq,mode_id/mixolydian_60_melody_drone,mode_id,audio,mcq,1,stimuli/mode/mixolydian_60_melody_drone.wav,"Listen to the clip. Which scale/mode is being used?
A. harmonic minor
B. Locrian
C. Mixolydian
D. blues scale
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",harmonic minor|Locrian|Mixolydian|blues scale,Mixolydian,A,harmonic minor,False,,"{""form"": ""melody_drone"", ""mode"": ""mixolydian"", ""program"": ""flute"", ""soundfont"": ""musescore"", ""tonic_midi"": 60}"
mode_id/mixolydian_62_bare_scale::audio::mcq,mode_id/mixolydian_62_bare_scale,mode_id,audio,mcq,1,stimuli/mode/mixolydian_62_bare_scale.wav,"Listen to the clip. Which scale/mode is being used?
A. major pentatonic
B. Phrygian
C. whole-tone
D. Mixolydian
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",major pentatonic|Phrygian|whole-tone|Mixolydian,Mixolydian,D,Mixolydian,True,,"{""form"": ""bare_scale"", ""mode"": ""mixolydian"", ""program"": ""violin"", ""soundfont"": ""timgm"", ""tonic_midi"": 62}"
mode_id/mixolydian_62_melody_drone::audio::mcq,mode_id/mixolydian_62_melody_drone,mode_id,audio,mcq,2,stimuli/mode/mixolydian_62_melody_drone.wav,"Identify the mode or scale type of this passage.
A. whole-tone
B. Lydian
C. Mixolydian
D. harmonic minor
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",whole-tone|Lydian|Mixolydian|harmonic minor,Mixolydian,B,Lydian,False,,"{""form"": ""melody_drone"", ""mode"": ""mixolydian"", ""program"": ""violin"", ""soundfont"": ""musescore"", ""tonic_midi"": 62}"
mode_id/mixolydian_64_bare_scale::audio::mcq,mode_id/mixolydian_64_bare_scale,mode_id,audio,mcq,0,stimuli/mode/mixolydian_64_bare_scale.wav,"What scale or mode is this music based on?
A. major pentatonic
B. natural minor
C. Mixolydian
D. Locrian
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",major pentatonic|natural minor|Mixolydian|Locrian,Mixolydian,A,major pentatonic,False,,"{""form"": ""bare_scale"", ""mode"": ""mixolydian"", ""program"": ""synth_lead"", ""soundfont"": ""fluidr3"", ""tonic_midi"": 64}"
mode_id/mixolydian_64_melody_drone::audio::mcq,mode_id/mixolydian_64_melody_drone,mode_id,audio,mcq,0,stimuli/mode/mixolydian_64_melody_drone.wav,"What scale or mode is this music based on?
A. harmonic minor
B. major pentatonic
C. Lydian
D. Mixolydian
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",harmonic minor|major pentatonic|Lydian|Mixolydian,Mixolydian,A,harmonic minor,False,,"{""form"": ""melody_drone"", ""mode"": ""mixolydian"", ""program"": ""piano"", ""soundfont"": ""musescore"", ""tonic_midi"": 64}"
mode_id/natural_minor_57_bare_scale::audio::mcq,mode_id/natural_minor_57_bare_scale,mode_id,audio,mcq,0,stimuli/mode/natural_minor_57_bare_scale.wav,"What scale or mode is this music based on?
A. Mixolydian
B. major pentatonic
C. natural minor
D. whole-tone
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",Mixolydian|major pentatonic|natural minor|whole-tone,natural minor,A,Mixolydian,False,,"{""form"": ""bare_scale"", ""mode"": ""natural_minor"", ""program"": ""flute"", ""soundfont"": ""musescore"", ""tonic_midi"": 57}"
mode_id/natural_minor_57_bare_scale::audio::explain,mode_id/natural_minor_57_bare_scale,mode_id,audio,explain,1,stimuli/mode/natural_minor_57_bare_scale.wav,"Listen to the clip. Which scale/mode is being used?
First give your answer. Then explain exactly what you heard that supports it: name the specific notes/chords/beats and their approximate timestamps in seconds.",,natural minor,"The scale being used is the **Major Scale**.

Here is a breakdown of what is heard in the clip to support this answer:

The clip plays a one-octave scale, first ascending and then descending. The pattern of whole and half steps is the defining characteristic of the major scale.

*   **00:00:** The scale begins on its first note, the tonic (or root).
*   **00:00 - 00:03:** The scale ascends through all 8 notes. By listening to the intervals between each consecutive note, we can identify the pattern:
    *   **Whole Step** (from note 1 to 2)
    *   **Whole Step** (from note 2 to 3)
    *   **Half Step** (from note 3 to 4)
    *   **Whole Step** (from note 4 to 5)
    *   **Whole Step** (from note 5 to 6)
    *   **Whole Step** (from note 6 to 7)
    *   **Half Step** (from note 7 to 8, the octave)
*   This pattern of **Whole-Whole-Half-Whole-Whole-Whole-Half** is the unique formula for the major scale.
*   **00:03 - 00:05:** The scale immediately descends, playing the exact same notes in reverse order, confirming the notes and intervals heard during the ascent. It ends back on the tonic note at approximately 00:05.",,,,"{""form"": ""bare_scale"", ""mode"": ""natural_minor"", ""program"": ""flute"", ""soundfont"": ""musescore"", ""tonic_midi"": 57}"
mode_id/natural_minor_57_melody_drone::audio::mcq,mode_id/natural_minor_57_melody_drone,mode_id,audio,mcq,1,stimuli/mode/natural_minor_57_melody_drone.wav,"Listen to the clip. Which scale/mode is being used?
A. natural minor
B. harmonic minor
C. blues scale
D. Phrygian
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",natural minor|harmonic minor|blues scale|Phrygian,natural minor,B,harmonic minor,False,,"{""form"": ""melody_drone"", ""mode"": ""natural_minor"", ""program"": ""piano"", ""soundfont"": ""timgm"", ""tonic_midi"": 57}"
mode_id/natural_minor_60_bare_scale::audio::mcq,mode_id/natural_minor_60_bare_scale,mode_id,audio,mcq,0,stimuli/mode/natural_minor_60_bare_scale.wav,"What scale or mode is this music based on?
A. whole-tone
B. melodic minor
C. Lydian
D. natural minor
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",whole-tone|melodic minor|Lydian|natural minor,natural minor,D,natural minor,True,,"{""form"": ""bare_scale"", ""mode"": ""natural_minor"", ""program"": ""violin"", ""soundfont"": ""timgm"", ""tonic_midi"": 60}"
mode_id/natural_minor_60_melody_drone::audio::mcq,mode_id/natural_minor_60_melody_drone,mode_id,audio,mcq,1,stimuli/mode/natural_minor_60_melody_drone.wav,"Listen to the clip. Which scale/mode is being used?
A. minor pentatonic
B. Dorian
C. Phrygian
D. natural minor
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",minor pentatonic|Dorian|Phrygian|natural minor,natural minor,C,Phrygian,False,,"{""form"": ""melody_drone"", ""mode"": ""natural_minor"", ""program"": ""flute"", ""soundfont"": ""musescore"", ""tonic_midi"": 60}"
mode_id/natural_minor_62_bare_scale::audio::mcq,mode_id/natural_minor_62_bare_scale,mode_id,audio,mcq,1,stimuli/mode/natural_minor_62_bare_scale.wav,"Listen to the clip. Which scale/mode is being used?
A. minor pentatonic
B. natural minor
C. major pentatonic
D. blues scale
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",minor pentatonic|natural minor|major pentatonic|blues scale,natural minor,A,minor pentatonic,False,,"{""form"": ""bare_scale"", ""mode"": ""natural_minor"", ""program"": ""synth_lead"", ""soundfont"": ""fluidr3"", ""tonic_midi"": 62}"
mode_id/natural_minor_62_melody_drone::audio::mcq,mode_id/natural_minor_62_melody_drone,mode_id,audio,mcq,2,stimuli/mode/natural_minor_62_melody_drone.wav,"Identify the mode or scale type of this passage.
A. melodic minor
B. harmonic minor
C. whole-tone
D. natural minor
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",melodic minor|harmonic minor|whole-tone|natural minor,natural minor,A,melodic minor,False,,"{""form"": ""melody_drone"", ""mode"": ""natural_minor"", ""program"": ""flute"", ""soundfont"": ""fluidr3"", ""tonic_midi"": 62}"
mode_id/natural_minor_64_bare_scale::audio::mcq,mode_id/natural_minor_64_bare_scale,mode_id,audio,mcq,2,stimuli/mode/natural_minor_64_bare_scale.wav,"Identify the mode or scale type of this passage.
A. natural minor
B. melodic minor
C. Phrygian
D. Lydian
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",natural minor|melodic minor|Phrygian|Lydian,natural minor,D,Lydian,False,,"{""form"": ""bare_scale"", ""mode"": ""natural_minor"", ""program"": ""flute"", ""soundfont"": ""timgm"", ""tonic_midi"": 64}"
mode_id/natural_minor_64_melody_drone::audio::mcq,mode_id/natural_minor_64_melody_drone,mode_id,audio,mcq,2,stimuli/mode/natural_minor_64_melody_drone.wav,"Identify the mode or scale type of this passage.
A. Lydian
B. natural minor
C. harmonic minor
D. Mixolydian
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",Lydian|natural minor|harmonic minor|Mixolydian,natural minor,C,harmonic minor,False,,"{""form"": ""melody_drone"", ""mode"": ""natural_minor"", ""program"": ""piano"", ""soundfont"": ""musescore"", ""tonic_midi"": 64}"
mode_id/natural_minor_64_melody_drone::audio::explain,mode_id/natural_minor_64_melody_drone,mode_id,audio,explain,2,stimuli/mode/natural_minor_64_melody_drone.wav,"Identify the mode or scale type of this passage.
First give your answer. Then explain exactly what you heard that supports it: name the specific notes/chords/beats and their approximate timestamps in seconds.",,natural minor,"This passage is in the **C Dorian mode**.

Here is a breakdown of what I heard that supports this conclusion:

*   **Tonal Center:** The passage is clearly centered around the note C. The piece begins and ends with a C minor chord (C-Eb-G) in the left hand, establishing C as the tonic or ""home"" note.
    *   **00:00:** The first sound is a C minor chord (C-Eb-G).
    *   **00:07:** The final sustained harmony is again a C minor chord.

*   **Characteristic Notes of Dorian:** The Dorian mode is a minor-type mode, but with a distinctive raised 6th degree. The scale formula is: Root, Major 2nd, Minor 3rd, Perfect 4th, Perfect 5th, **Major 6th**, Minor 7th.
    *   Starting from C, this gives us the notes: C, D, Eb, F, G, **A**, Bb.

*   **Identifying the Notes in the Passage:**
    *   **Minor 3rd (Eb):** This note is heard immediately in the opening C minor chord at **00:00** and throughout the melody.
    *   **Minor 7th (Bb):** This note appears clearly in the melody at **00:03** and again at **00:05**.
    *   **The ""Dorian"" Note - Major 6th (A):** The crucial note that distinguishes this from a standard natural minor scale is the A natural. This note is played distinctly in the melody at **00:04** and again at **00:06**. The presence of this A natural (the major 6th) instead of an Ab (the minor 6th found in the natural minor scale) is the definitive clue for the Dorian mode.

In summary, the combination of a C minor tonal center with the consistent use of a major 6th (A) and a minor 7th (Bb) firmly places this passage in C Dorian.",,,,"{""form"": ""melody_drone"", ""mode"": ""natural_minor"", ""program"": ""piano"", ""soundfont"": ""musescore"", ""tonic_midi"": 64}"
mode_id/phrygian_57_bare_scale::audio::mcq,mode_id/phrygian_57_bare_scale,mode_id,audio,mcq,1,stimuli/mode/phrygian_57_bare_scale.wav,"Listen to the clip. Which scale/mode is being used?
A. Lydian
B. harmonic minor
C. melodic minor
D. Phrygian
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",Lydian|harmonic minor|melodic minor|Phrygian,Phrygian,A,Lydian,False,,"{""form"": ""bare_scale"", ""mode"": ""phrygian"", ""program"": ""piano"", ""soundfont"": ""musescore"", ""tonic_midi"": 57}"
mode_id/phrygian_57_melody_drone::audio::mcq,mode_id/phrygian_57_melody_drone,mode_id,audio,mcq,2,stimuli/mode/phrygian_57_melody_drone.wav,"Identify the mode or scale type of this passage.
A. Dorian
B. Mixolydian
C. Locrian
D. Phrygian
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",Dorian|Mixolydian|Locrian|Phrygian,Phrygian,A,Dorian,False,,"{""form"": ""melody_drone"", ""mode"": ""phrygian"", ""program"": ""violin"", ""soundfont"": ""fluidr3"", ""tonic_midi"": 57}"
mode_id/phrygian_60_bare_scale::audio::mcq,mode_id/phrygian_60_bare_scale,mode_id,audio,mcq,2,stimuli/mode/phrygian_60_bare_scale.wav,"Identify the mode or scale type of this passage.
A. Phrygian
B. Dorian
C. major pentatonic
D. Locrian
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",Phrygian|Dorian|major pentatonic|Locrian,Phrygian,B,Dorian,False,,"{""form"": ""bare_scale"", ""mode"": ""phrygian"", ""program"": ""synth_lead"", ""soundfont"": ""timgm"", ""tonic_midi"": 60}"
mode_id/phrygian_60_melody_drone::audio::mcq,mode_id/phrygian_60_melody_drone,mode_id,audio,mcq,0,stimuli/mode/phrygian_60_melody_drone.wav,"What scale or mode is this music based on?
A. minor pentatonic
B. melodic minor
C. Lydian
D. Phrygian
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",minor pentatonic|melodic minor|Lydian|Phrygian,Phrygian,D,Phrygian,True,,"{""form"": ""melody_drone"", ""mode"": ""phrygian"", ""program"": ""piano"", ""soundfont"": ""fluidr3"", ""tonic_midi"": 60}"
mode_id/phrygian_62_bare_scale::audio::mcq,mode_id/phrygian_62_bare_scale,mode_id,audio,mcq,0,stimuli/mode/phrygian_62_bare_scale.wav,"What scale or mode is this music based on?
A. Dorian
B. Locrian
C. Lydian
D. Phrygian
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",Dorian|Locrian|Lydian|Phrygian,Phrygian,C,Lydian,False,,"{""form"": ""bare_scale"", ""mode"": ""phrygian"", ""program"": ""piano"", ""soundfont"": ""musescore"", ""tonic_midi"": 62}"
mode_id/phrygian_62_melody_drone::audio::mcq,mode_id/phrygian_62_melody_drone,mode_id,audio,mcq,0,stimuli/mode/phrygian_62_melody_drone.wav,"What scale or mode is this music based on?
A. Phrygian
B. Mixolydian
C. whole-tone
D. major pentatonic
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",Phrygian|Mixolydian|whole-tone|major pentatonic,Phrygian,C,whole-tone,False,,"{""form"": ""melody_drone"", ""mode"": ""phrygian"", ""program"": ""violin"", ""soundfont"": ""musescore"", ""tonic_midi"": 62}"
mode_id/phrygian_64_bare_scale::audio::mcq,mode_id/phrygian_64_bare_scale,mode_id,audio,mcq,1,stimuli/mode/phrygian_64_bare_scale.wav,"Listen to the clip. Which scale/mode is being used?
A. Dorian
B. blues scale
C. Phrygian
D. minor pentatonic
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",Dorian|blues scale|Phrygian|minor pentatonic,Phrygian,A,Dorian,False,,"{""form"": ""bare_scale"", ""mode"": ""phrygian"", ""program"": ""synth_lead"", ""soundfont"": ""musescore"", ""tonic_midi"": 64}"
mode_id/phrygian_64_melody_drone::audio::mcq,mode_id/phrygian_64_melody_drone,mode_id,audio,mcq,2,stimuli/mode/phrygian_64_melody_drone.wav,"Identify the mode or scale type of this passage.
A. Phrygian
B. natural minor
C. Mixolydian
D. minor pentatonic
Answer with the letter of the correct option only (A, B, C, or D). Do not explain.",Phrygian|natural minor|Mixolydian|minor pentatonic,Phrygian,A,Phrygian,True,,"{""form"": ""melody_drone"", ""mode"": ""phrygian"", ""program"": ""violin"", ""soundfont"": ""fluidr3"", ""tonic_midi"": 64}"
